"","lng","lat","facname","facdomain","borocd"
"7295",-74.039362,40.627177,"Russell Pedersen Playground","Parks, Gardens, and Historical Sites",310
"7296",-74.014135,40.635183,"Bay Ridge Christian Academy","Education, Child Welfare, and Youth",310
"7297",-74.030983,40.619927,"Bunny Hill","Education, Child Welfare, and Youth",310
"7298",-74.022594,40.621916,"Tom McDonald Triangle","Parks, Gardens, and Historical Sites",310
"7299",-73.998162,40.62609,"Hebrew Academy/Special Children","Education, Child Welfare, and Youth",310
"7300",-74.020399,40.622163,"Park","Parks, Gardens, and Historical Sites",310
"7301",-74.018795,40.630427,"Ralph A. Fabrizio School Annex","Education, Child Welfare, and Youth",310
"7302",-74.026325,40.632097,"Holy Angels Catholic Academy","Education, Child Welfare, and Youth",310
"7303",-74.015098,40.626694,"IS 259","Education, Child Welfare, and Youth",310
"7304",-74.019154,40.620445,"Redeemer St. John's Nursery School","Education, Child Welfare, and Youth",310
"7305",-74.024768,40.62356,"20/20 Vision for Schools","Libraries and Cultural Programs",310
"7306",-74.022261,40.605292,"Taylor Field At Fort Hamilton","Core Infrastructure and Transportation",310
"7307",-74.005964,40.618658,"Lpbc Day Care","Education, Child Welfare, and Youth",310
"7308",-74.034689,40.636689,"Emerald Institute Of New York, Inc.","Education, Child Welfare, and Youth",310
"7309",-74.018795,40.630427,"PS 170 & Playground","Parks, Gardens, and Historical Sites",310
"7310",-74.028996,40.620433,"Fort Hamiltion (Ecc)","Education, Child Welfare, and Youth",310
"7311",-74.003865,40.626844,"Chinese Enrichment Program","Education, Child Welfare, and Youth",310
"7312",-74.017895,40.630667,"Stewart Avenue""""","Administration of Government",310
"7313",-74.029537,40.633625,"Bay Ridge","Libraries and Cultural Programs",310
"7314",-74.026213,40.626765,"Our Savior Evan Lutheran Pre","Education, Child Welfare, and Youth",310
"7315",-74.007545,40.632148,"The School For Future Leaders","Education, Child Welfare, and Youth",310
"7316",-74.005397,40.622581,"Ring Around The Rosie Preschool","Health and Human Services",310
"7317",-74.018795,40.630427,"Camba Kids Unite Summer Camp","Education, Child Welfare, and Youth",310
"7318",-74.022832,40.620995,"Smart Start ECC","Education, Child Welfare, and Youth",310
"7319",-74.003334,40.625118,"Norwegian Christian Home and Health Center","Health and Human Services",310
"7320",-74.011831,40.633901,"Maimonides Cancer Center","Health and Human Services",310
"7321",-74.023365,40.636699,"P.S. 371 - Lillian L. Rashkis","Education, Child Welfare, and Youth",310
"7322",-74.014778,40.626213,"Mckinley Beacon","Education, Child Welfare, and Youth",310
"7323",-74.039362,40.627177,"Fort Hamilton Athletic Field","Parks, Gardens, and Historical Sites",310
"7324",-74.028576,40.620411,"P.S./I.S. 104 The Fort Hamilton School","Education, Child Welfare, and Youth",310
"7325",-74.026623,40.636476,"Guild For Exceptional Children","Health and Human Services",310
"7326",-74.036618,40.629339,"Ridge Chorale Inc.","Libraries and Cultural Programs",310
"7327",-74.011085,40.625586,"Leif Ericson Day School","Education, Child Welfare, and Youth",310
"7328",-74.018826,40.624132,"P.S. 127 Mckinley Park School","Education, Child Welfare, and Youth",310
"7329",-74.010511,40.631731,"Maimonides Rehabilitation Services","Health and Human Services",310
"7330",-74.00507,40.624781,"PS 176","Education, Child Welfare, and Youth",310
"7331",-74.014135,40.635183,"World Harvest Community Center","Education, Child Welfare, and Youth",310
"7332",-74.039362,40.627177,"Fort Hamilton High School","Education, Child Welfare, and Youth",310
"7333",-74.02439,40.633568,"P.S. K231","Education, Child Welfare, and Youth",310
"7334",-74.01913,40.630843,"P.S. 170 Lexington School","Education, Child Welfare, and Youth",310
"7335",-74.021469,40.616886,"Dyker Beach Park","Parks, Gardens, and Historical Sites",310
"7336",-74.014125,40.634954,"World Harvest Community Center","Education, Child Welfare, and Youth",310
"7337",-74.026325,40.632097,"Brooklyn Archdiocese /Holy Angels Catholic Academy","Education, Child Welfare, and Youth",310
"7338",-74.029036,40.63402,"P.S. 102 Bay View School","Education, Child Welfare, and Youth",310
"7339",-74.015987,40.617541,"Saitta House","Parks, Gardens, and Historical Sites",310
"7340",-74.021705,40.638662,"Park","Parks, Gardens, and Historical Sites",310
"7341",-74.03055,40.63737,"City Owned Property","Administration of Government",310
"7342",-74.02439,40.633568,"Bay Ridge United Methodist Church","Parks, Gardens, and Historical Sites",310
"7343",-74.026778,40.636185,"Gateway City Academy","Education, Child Welfare, and Youth",310
"7344",-74.00507,40.624781,"PS 176 & Playground","Parks, Gardens, and Historical Sites",310
"7345",-74.018826,40.624132,"P.S. 127 Mckinley Park School","Education, Child Welfare, and Youth",310
"7346",-74.013496,40.63268,"Leif Ericson Playground","Parks, Gardens, and Historical Sites",310
"7347",-74.019076,40.620241,"Redeemer-St. John's Nursery School","Education, Child Welfare, and Youth",310
"7348",-74.021259,40.632163,"Arab American Association Of New York","Education, Child Welfare, and Youth",310
"7349",-74.005462,40.62255,"Ring Around The Rosie","Education, Child Welfare, and Youth",310
"7350",-74.037051,40.625764,"Shore Park and Parkway","Parks, Gardens, and Historical Sites",310
"7351",-74.008201,40.632517,"Wah Chang Metal Trading Inc.","Core Infrastructure and Transportation",310
"7352",-74.013499,40.633916,"Brooklyn Community Dialysis","Health and Human Services",310
"7353",-74.028623,40.618006,"P.S./I.S. 104 The Fort Hamilton School","Education, Child Welfare, and Youth",310
"7354",-74.030765,40.62497,"NYC Parks-Dyker Beach Park","Education, Child Welfare, and Youth",310
"7355",-74.032884,40.622553,"Tiny Tots Playhouse, LLC, The","Education, Child Welfare, and Youth",310
"7356",-74.022534,40.63899,"N.Y.C.P.D. 68th Precinct","Public Safety, Emergency Services, and Administration of Justice",310
"7357",-74.013284,40.618765,"PS 201 & Playground (Jop)","Parks, Gardens, and Historical Sites",310
"7358",-74.015532,40.625899,"Pre-K Center At Fort Hamilton Pkwy","Education, Child Welfare, and Youth",310
"7359",-74.019426,40.617746,"Greg's Express Corp.","Core Infrastructure and Transportation",310
"7360",-74.010297,40.627326,"The Learning Experience","Education, Child Welfare, and Youth",310
"7361",-74.023062,40.621052,"Smart Start Early Childhood Center, Inc.","Education, Child Welfare, and Youth",310
"7362",-74.029919,40.607428,"Brooklyn Child Care, Inc.","Education, Child Welfare, and Youth",310
"7363",-74.03388,40.624783,"D & G Kaloidis Parochial School","Education, Child Welfare, and Youth",310
"7364",-74.02566,40.621684,"Pre-K Center At 8501 5th Ave","Education, Child Welfare, and Youth",310
"7365",-74.011989,40.616307,"Dyker","Libraries and Cultural Programs",310
"7366",-74.025245,40.612457,"Poly Prep Summer Experience","Education, Child Welfare, and Youth",310
"7367",-74.024315,40.616329,"Girling Health Care of New York","Health and Human Services",310
"7368",-74.02965,40.621021,"P.S. K231","Education, Child Welfare, and Youth",310
"7369",-74.022534,40.63899,"Pal 68th Precinct","Education, Child Welfare, and Youth",310
"7370",-74.011872,40.629211,"Mckinley Park","Libraries and Cultural Programs",310
"7371",-74.00394,40.627874,"The Christa Mcauliffe Schooli.S. 187","Education, Child Welfare, and Youth",310
"7372",-74.03224,40.623993,"Stepping Stones","Education, Child Welfare, and Youth",310
"7373",-74.022881,40.633205,"Les Summer Program","Education, Child Welfare, and Youth",310
"7374",-74.009695,40.632422,"P.S. 69 Vincent D. Grippo School","Education, Child Welfare, and Youth",310
"7375",-74.032803,40.624114,"Adelphi Academy Of Brooklyn","Education, Child Welfare, and Youth",310
"7376",-74.023919,40.616363,"Child And Youth Services","Education, Child Welfare, and Youth",310
"7377",-74.026213,40.626765,"Our Saviour's Lutheran Preschool","Education, Child Welfare, and Youth",310
"7378",-74.021617,40.622882,"Park Strip","Parks, Gardens, and Historical Sites",310
"7379",-74.021259,40.632163,"Arab American Association of NY, Inc.","Libraries and Cultural Programs",310
"7380",-74.015532,40.625899,"Pre - K Center At 7415 Ft. Hamilton Parkway","Education, Child Welfare, and Youth",310
"7381",-74.013284,40.618765,"Jhs 201 Dyker Heights","Education, Child Welfare, and Youth",310
"7382",-74.028946,40.634318,"Bay View School - P.S. 102","Education, Child Welfare, and Youth",310
"7383",-74.02965,40.621021,"P.S. 264 Bay Ridge Elementary School For The Arts","Education, Child Welfare, and Youth",310
"7384",-74.012527,40.619947,"Eng 284, Lad 149","Public Safety, Emergency Services, and Administration of Justice",310
"7385",-74.024942,40.633971,"Berry Patch Daycare","Education, Child Welfare, and Youth",310
"7386",-74.034689,40.636689,"Xaverian High School","Education, Child Welfare, and Youth",310
"7387",-74.030774,40.616399,"Fort Hamilton Triangle","Parks, Gardens, and Historical Sites",310
"7388",-74.033521,40.623618,"PS 185 & Playground","Parks, Gardens, and Historical Sites",310
"7389",-74.025533,40.637741,"The Birthing Center of NY Inc","Health and Human Services",310
"7390",-74.028216,40.621441,"C21 Garage LLC","Core Infrastructure and Transportation",310
"7391",-74.039733,40.621893,"Sunset Park Health Council Inc D/B/A Family Health","Health and Human Services",310
"7392",-74.012265,40.617238,"City Owned Property","Administration of Government",310
"7393",-74.009695,40.632422,"Bca Summer Day Camp @ P.S. 69","Education, Child Welfare, and Youth",310
"7394",-74.03388,40.624783,"Dimitrios & Georgia Kaloidis P.S. Of Holy Cross Goc","Education, Child Welfare, and Youth",310
"7395",-74.032884,40.622553,"Tiny Tot Playhouse (The)","Education, Child Welfare, and Youth",310
"7396",-74.01394,40.630044,"Bizon Rubbish Removal Inc.","Core Infrastructure and Transportation",310
"7397",-74.023314,40.633699,"Bay Ridge Center Inc D/B/A Bay Ridge Center","Health and Human Services",310
"7398",-74.018591,40.623791,"P.S. 127 Mckinley Park","Education, Child Welfare, and Youth",310
"7399",-74.026213,40.626765,"Our Saviour's Lutheran Preschool","Health and Human Services",310
"7400",-74.032683,40.614544,"City Owned Property","Administration of Government",310
"7401",-74.021972,40.620109,"Bella Voce, Inc.","Libraries and Cultural Programs",310
"7402",-74.011085,40.625586,"Leif Ericson Day School","Education, Child Welfare, and Youth",310
"7403",-74.031997,40.639289,"Owl's Head Park","Parks, Gardens, and Historical Sites",310
"7404",-74.004485,40.627784,"I S 187 (K187)","Education, Child Welfare, and Youth",310
"7405",-74.013495,40.632681,"Quaker Parrot Park at the Dust Bowl","Parks, Gardens, and Historical Sites",310
"7406",-74.008299,40.629585,"Okie Dokie Day Care","Education, Child Welfare, and Youth",310
"7407",-74.033521,40.623618,"P.S. 185 Walter Kassenbrock","Education, Child Welfare, and Youth",310
"7408",-74.028671,40.623165,"Brittany Beauty Academy","Education, Child Welfare, and Youth",310
"7409",-74.027804,40.625664,"St. Anselm Catholic Academy","Education, Child Welfare, and Youth",310
"7410",-74.011989,40.616307,"Brooklyn Public Library Dyker","Education, Child Welfare, and Youth",310
"7411",-74.031256,40.614738,"Saint Patrick","Education, Child Welfare, and Youth",310
"7412",-74.022597,40.621916,"Tom Mcdonald Triangle","Parks, Gardens, and Historical Sites",310
"7413",-74.034689,40.636689,"Ryken Educational Center","Education, Child Welfare, and Youth",310
"7414",-74.020605,40.633752,"Islamic Society of Bay Ridge","Health and Human Services",310
"7415",-74.020703,40.63349,"Catholic Charities Neighborhood Services Inc","Health and Human Services",310
"7416",-74.023554,40.620195,"Park","Parks, Gardens, and Historical Sites",310
"7417",-74.012739,40.634161,"Maimonides Breast Center","Health and Human Services",310
"7418",-74.023034,40.633715,"P.S./I.S. 30 Mary White Ovington","Education, Child Welfare, and Youth",310
"7419",-74.014778,40.626213,"Jhs 259 & Playground","Parks, Gardens, and Historical Sites",310
"7420",-74.008174,40.6297,"Okie Dokie Day Care","Health and Human Services",310
"7421",-74.028623,40.618006,"P.S./I.S. 104 The Fort Hamilton School","Education, Child Welfare, and Youth",310
"7422",-74.034625,40.615455,"Narrows Community Theater, Inc.","Libraries and Cultural Programs",310
"7423",-74.005462,40.62255,"Ring Around The Rosie Preschool","Health and Human Services",310
"7424",-74.023314,40.633699,"Bay Ridge Community Service Center","Health and Human Services",310
"7425",-74.040046,40.627835,"Fort Hamiltion HS","Education, Child Welfare, and Youth",310
"7426",-74.027027,40.634051,"Bay One Preschool LLC","Education, Child Welfare, and Youth",310
"7427",-74.027004,40.616375,"Park","Parks, Gardens, and Historical Sites",310
"7428",-74.025908,40.621015,"Nc Nail Institute, Inc.","Education, Child Welfare, and Youth",310
"7429",-74.029537,40.633625,"Brooklyn Public Library-Bay Ridge","Education, Child Welfare, and Youth",310
"7430",-74.005972,40.624757,"Bay Ridge Ave. Child Care Center -P/S","Education, Child Welfare, and Youth",310
"7431",-74.002678,40.624476,"World Of Wonders","Education, Child Welfare, and Youth",310
"7432",-74.005397,40.622581,"Ring Around The Rosie","Education, Child Welfare, and Youth",310
"7433",-74.032176,40.623292,"Salvation Army Bay Ridge Corps","Health and Human Services",310
"7434",-74.03268,40.643615,"Owls Head Pollution Control Plant Wharf","Core Infrastructure and Transportation",310
"7435",-74.018991,40.620833,"I.S. 68 Isaac Bildersee School","Education, Child Welfare, and Youth",310
"7436",-73.998162,40.62609,"Hebrew Academy For Spec Chldrn","Education, Child Welfare, and Youth",310
"7437",-74.013438,40.634574,"Maimonides Primary Health Services","Health and Human Services",310
"7438",-74.023518,40.628476,"City Owned Property","Administration of Government",310
"7439",-74.025344,40.620614,"International Bartenders School Inc","Education, Child Welfare, and Youth",310
"7440",-74.036152,40.613933,"Fontbonne Hall Academy","Education, Child Welfare, and Youth",310
"7441",-74.029036,40.63402,"P.S. 102 Bay View School","Education, Child Welfare, and Youth",310
"7442",-74.038455,40.63033,"League of Composers","Libraries and Cultural Programs",310
"7443",-74.03203,40.627437,"Bay Ridge Prep School","Education, Child Welfare, and Youth",310
"7444",-74.013998,40.634321,"Bayridge Mission Of Mercy","Education, Child Welfare, and Youth",310
"7445",-74.032884,40.622553,"Tiny Tot Plahouse","Education, Child Welfare, and Youth",310
"7446",-74.029853,40.617877,"JBFCS - Bay Ridge Counseling Center","Health and Human Services",310
"7447",-74.029418,40.617348,"Eng 242","Public Safety, Emergency Services, and Administration of Justice",310
"7448",-74.006576,40.627562,"Coptic Orthodox Church-Summer Camp","Education, Child Welfare, and Youth",310
"7449",-74.015661,40.634073,"Gowanus Greenway/Park Strip","Parks, Gardens, and Historical Sites",310
"7450",-74.022973,40.615153,"University Hospital of Brooklyn - SUNY Downstate at Bay Ridge","Health and Human Services",310
"7451",-74.021209,40.62831,"Endoscopic Diagnostic and Treatment Center, LLC","Health and Human Services",310
