"","PD_DESC","OFNS_DESC","LAW_CAT_CD","AGE_GROUP","PERP_SEX","PERP_RACE","Latitude","Longitude","YEAR"
"3069","OBSTR BREATH/CIRCUL","ASSAULT 3 & RELATED OFFENSES","M","25-44","M","BLACK HISPANIC",40.6714116630001,-73.8815117239999,2017
"3070","THEFT OF SERVICES, UNCLASSIFIED","OTHER OFFENSES RELATED TO THEFT","M","<18","M","BLACK",40.8203153960001,-73.8908246029999,2017
"3071","CONTROLLED SUBSTANCE, SALE 4","DANGEROUS DRUGS","F","18-24","M","WHITE",40.739843856,-73.985523708,2017
"3072","UNAUTHORIZED USE VEHICLE 3","UNAUTHORIZED USE OF A VEHICLE 3 (UUV)","M","25-44","M","BLACK",40.856576728,-73.843893678,2017
"3073","LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED","PETIT LARCENY","M","18-24","F","WHITE HISPANIC",40.8377816180001,-73.919457971,2017
"3074","CONTROLLED SUBSTANCE,INTENT TO SELL 3","DANGEROUS DRUGS","F","18-24","M","BLACK",40.6940207580001,-73.973842583,2017
"3075","CONTROLLED SUBSTANCE, POSSESSION 7","DANGEROUS DRUGS","M","25-44","M","WHITE",40.720416678,-73.987248731,2017
"3076","THEFT OF SERVICES, UNCLASSIFIED","OTHER OFFENSES RELATED TO THEFT","M","25-44","M","WHITE HISPANIC",40.689027417,-73.9861585519999,2017
"3077","LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED","PETIT LARCENY","M","<18","F","BLACK",40.7582323710001,-73.977430585,2017
"3078","LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED","GRAND LARCENY","F","25-44","F","BLACK",40.6214155990001,-74.080078505,2017
"3079","SEXUAL ABUSE 3,2","FORCIBLE TOUCHING","M","<18","M","BLACK",40.816391847,-73.895296414,2017
"3080","PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY","MISCELLANEOUS PENAL LAW","F","<18","M","BLACK",40.855802743,-73.843909954,2017
"3081","CONTROLLED SUBSTANCE, POSSESSION 7","DANGEROUS DRUGS","M","45-64","M","WHITE HISPANIC",40.702002329,-73.809953563,2017
"3082","LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED","PETIT LARCENY","M","45-64","M","BLACK",40.7598697550001,-73.8289704119999,2017
"3083","LARCENY,GRAND FROM PERSON,UNCLASSIFIED","GRAND LARCENY","F","45-64","M","WHITE HISPANIC",40.751778503,-73.8551980349999,2017
"3084","CONTROLLED SUBSTANCE,INTENT TO SELL 3","DANGEROUS DRUGS","F","25-44","M","WHITE",40.8815580610001,-73.9064947379999,2017
"3085","INTOXICATED DRIVING,ALCOHOL","INTOXICATED & IMPAIRED DRIVING","M","25-44","M","WHITE HISPANIC",40.7694951180001,-73.91502417,2017
"3086","AGGRAVATED HARASSMENT 2","OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV","M","18-24","M","WHITE",40.7669050060001,-73.963731019,2017
"3087","PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY","MISCELLANEOUS PENAL LAW","F","25-44","M","BLACK",40.8233872910001,-73.87017045,2017
"3088","LEAVING SCENE-ACCIDENT-PROP. DAMAGE","OTHER TRAFFIC INFRACTION","M","18-24","M","BLACK",40.5401937390001,-74.223581542,2017
"3089","TRAFFIC,UNCLASSIFIED MISDEMEAN","VEHICLE AND TRAFFIC LAWS","M","18-24","M","BLACK",40.6694668170001,-73.8628314709999,2017
"3090","ROBBERY,UNCLASSIFIED,OPEN AREAS","ROBBERY","F","25-44","M","BLACK",40.726293088,-73.7347608489999,2017
"3091","LARCENY,GRAND FROM PERSON,UNCLASSIFIED","GRAND LARCENY","F","18-24","M","ASIAN / PACIFIC ISLANDER",40.7290647500001,-73.811020132,2017
"3092","OBSTR BREATH/CIRCUL","ASSAULT 3 & RELATED OFFENSES","M","65+","M","ASIAN / PACIFIC ISLANDER",40.769005045,-73.770923834,2017
"3093","ASSAULT 3","ASSAULT 3 & RELATED OFFENSES","M","18-24","M","BLACK HISPANIC",40.8377816180001,-73.919457971,2017
"3094","FORGERY,ETC.,UNCLASSIFIED-FELONY","FORGERY","F","25-44","M","BLACK",40.6621422470001,-73.911729528,2017
"3095","MENACING,UNCLASSIFIED","ASSAULT 3 & RELATED OFFENSES","M","25-44","M","BLACK",40.6516763550001,-73.93186002,2017
"3096","CONTROLLED SUBSTANCE, POSSESSION 7","DANGEROUS DRUGS","M","45-64","F","BLACK",40.7525307990001,-73.99322319,2017
"3097","LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED","GRAND LARCENY","F","25-44","M","BLACK",40.669702359,-73.887675394,2017
"3098","ROBBERY,UNCLASSIFIED,OPEN AREAS","ROBBERY","F","25-44","M","ASIAN / PACIFIC ISLANDER",40.7620438930001,-73.827329581,2017
"3099","INTOXICATED DRIVING,ALCOHOL","INTOXICATED/IMPAIRED DRIVING","F","45-64","M","BLACK",40.8175673900001,-73.9382329969999,2017
"3100","BURGLARY,UNCLASSIFIED,UNKNOWN TIME","BURGLARY","F","25-44","M","AMERICAN INDIAN/ALASKAN NATIVE",40.607619587,-73.98394252,2017
"3101","TRAFFIC,UNCLASSIFIED MISDEMEAN","VEHICLE AND TRAFFIC LAWS","M","45-64","F","WHITE",40.5906413800001,-73.9497522079999,2017
"3102","INTOXICATED DRIVING,ALCOHOL","INTOXICATED & IMPAIRED DRIVING","M","18-24","M","WHITE HISPANIC",40.7387804730001,-73.805633863,2017
"3103","LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED","PETIT LARCENY","M","25-44","M","BLACK",40.8122775260001,-73.927458094,2017
"3104","ASSAULT 2,1,UNCLASSIFIED","FELONY ASSAULT","F","25-44","M","ASIAN / PACIFIC ISLANDER",40.7502915850001,-73.860239683,2017
"3105","ADM.CODE,UNCLASSIFIED VIOLATION","ADMINISTRATIVE CODE","V","18-24","M","BLACK",40.592771278,-73.995893085,2017
"3106","LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED","PETIT LARCENY","M","25-44","M","WHITE HISPANIC",40.72046384,-74.006852204,2017
"3107","WEAPONS POSSESSION 3","DANGEROUS WEAPONS","F","25-44","M","BLACK",40.735211323,-73.9916913979999,2017
"3108","TRAFFIC,UNCLASSIFIED MISDEMEAN","VEHICLE AND TRAFFIC LAWS","M","25-44","M","WHITE HISPANIC",40.651273775,-74.003907983,2017
"3109","UNAUTHORIZED USE VEHICLE 2","MISCELLANEOUS PENAL LAW","F","45-64","M","BLACK HISPANIC",40.703944063,-73.934792917,2017
"3110","THEFT OF SERVICES, UNCLASSIFIED","OTHER OFFENSES RELATED TO THEFT","M","25-44","M","BLACK",40.649277978,-74.0096665949999,2017
"3111","ASSAULT 3","ASSAULT 3 & RELATED OFFENSES","M","18-24","M","BLACK",40.6306821590001,-73.97355397,2017
"3112","CONTROLLED SUBSTANCE, POSSESSION 7","DANGEROUS DRUGS","M","18-24","M","WHITE",40.605081657,-74.1609159499999,2017
"3113","THEFT OF SERVICES, UNCLASSIFIED","OTHER OFFENSES RELATED TO THEFT","M","25-44","M","BLACK",40.8494529160001,-73.9059976839999,2017
"3114","NY STATE LAWS,UNCLASSIFIED MISDEMEANOR","OTHER STATE LAWS (NON PENAL LAW)","M","45-64","F","BLACK HISPANIC",40.7566420420001,-73.988371577,2017
"3115","THEFT OF SERVICES, UNCLASSIFIED","OTHER OFFENSES RELATED TO THEFT","M","45-64","M","WHITE",40.700302155,-73.80760338,2017
"3116","MARIJUANA, POSSESSION 4 & 5","DANGEROUS DRUGS","M","25-44","M","BLACK",40.8389878770001,-73.847436909,2017
"3117","LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED","PETIT LARCENY","M","<18","F","BLACK",40.7039611430001,-73.796549177,2017
"3118","CRIMINAL MISCHIEF 4TH, GRAFFITI","CRIMINAL MISCHIEF & RELATED OFFENSES","M","25-44","M","WHITE",40.79749403,-73.969587035,2017
"3119","ASSAULT 2,1,UNCLASSIFIED","FELONY ASSAULT","F","25-44","M","WHITE HISPANIC",40.8407838580001,-73.936252607,2017
"3120","CONTROLLED SUBSTANCE, POSSESSION 7","DANGEROUS DRUGS","M","45-64","M","WHITE",40.5935134330001,-73.9798879209999,2017
"3121","CONTROLLED SUBSTANCE, POSSESSION 7","DANGEROUS DRUGS","M","25-44","M","WHITE HISPANIC",40.765587689,-73.8051621389999,2017
"3122","ASSAULT 2,1,UNCLASSIFIED","FELONY ASSAULT","F","<18","F","BLACK HISPANIC",40.902046253,-73.844571864,2017
"3123","CONTROLLED SUBSTANCE,INTENT TO SELL 3","DANGEROUS DRUGS","F","45-64","F","WHITE",40.6039396400001,-73.991747343,2017
"3124","CONTROLLED SUBSTANCE, POSSESSION 7","DANGEROUS DRUGS","M","45-64","F","BLACK",40.662451925,-73.981979329,2017
"3125","TRAFFIC,UNCLASSIFIED MISDEMEAN","VEHICLE AND TRAFFIC LAWS","M","45-64","M","WHITE",40.838316908,-73.828931373,2017
"3126","CONTROLLED SUBSTANCE, POSSESSION 7","DANGEROUS DRUGS","M","25-44","M","WHITE HISPANIC",40.850210136,-73.93308803,2017
"3127","TRAFFIC,UNCLASSIFIED MISDEMEAN","VEHICLE AND TRAFFIC LAWS","M","25-44","M","WHITE HISPANIC",40.7107692440001,-73.857548735,2017
"3128","TRAFFIC,UNCLASSIFIED INFRACTION","OTHER TRAFFIC INFRACTION","M","18-24","M","BLACK",40.757578112,-73.989544524,2017
"3129","CONTROLLED SUBSTANCE, POSSESSION 7","DANGEROUS DRUGS","M","25-44","M","WHITE HISPANIC",40.8194488610001,-73.940781977,2017
"3130","ROBBERY,UNCLASSIFIED,OPEN AREAS","ROBBERY","F","25-44","M","BLACK",40.7695612420001,-73.9153634469999,2017
"3131","CONTROLLED SUBSTANCE, POSSESSION 7","DANGEROUS DRUGS","M","25-44","M","WHITE",40.585778463,-73.930371931,2017
"3132","BURGLARY,RESIDENCE,NIGHT","BURGLARY","F","45-64","M","BLACK",40.691966871,-73.801489972,2017
"3133","ASSAULT 2,1,UNCLASSIFIED","FELONY ASSAULT","F","18-24","M","BLACK",40.69670985,-73.9847613279999,2017
"3134","LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED","GRAND LARCENY","F","18-24","M","BLACK",40.7582323710001,-73.977430585,2017
"3135","PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY","MISCELLANEOUS PENAL LAW","F","<18","M","BLACK",40.6487067690001,-73.905130941,2017
"3136","STRANGULATION 1ST","FELONY ASSAULT","F","25-44","M","AMERICAN INDIAN/ALASKAN NATIVE",40.8013868900001,-73.9327000599999,2017
"3137","BAIL JUMPING 3","OFFENSES AGAINST PUBLIC ADMINISTRATION","M","25-44","M","BLACK",40.8213447470001,-73.9394073389999,2017
"3138","PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY","MISCELLANEOUS PENAL LAW","F","25-44","F","BLACK HISPANIC",40.645022746,-74.077216847,2017
"3139","GAMBLING 2,PROMOTING,UNCLASSIFIED","GAMBLING","M","18-24","M","BLACK",40.6569183,-73.904088485,2017
"3140","MENACING,UNCLASSIFIED","ASSAULT 3 & RELATED OFFENSES","M","45-64","M","BLACK",40.8588924250001,-73.893881085,2017
"3141","","","F","18-24","F","WHITE HISPANIC",40.843901255,-73.900504632,2017
"3142","ASSAULT 2,1,UNCLASSIFIED","FELONY ASSAULT","F","18-24","M","WHITE HISPANIC",40.880662387,-73.881590848,2017
"3143","WEAPONS POSSESSION 3","DANGEROUS WEAPONS","F","25-44","M","WHITE HISPANIC",40.8111164260001,-73.927329309,2017
"3144","TRAFFIC,UNCLASSIFIED MISDEMEAN","VEHICLE AND TRAFFIC LAWS","M","25-44","M","WHITE HISPANIC",40.73430463,-73.85030705,2017
"3145","NY STATE LAWS,UNCLASSIFIED VIOLATION","OTHER STATE LAWS","V","25-44","M","WHITE HISPANIC",40.805065604,-73.939035658,2017
"3146","DRUG PARAPHERNALIA,   POSSESSES OR SELLS 2","DANGEROUS DRUGS","M","25-44","M","BLACK",40.6755099370001,-74.008376157,2017
"3147","UNAUTHORIZED USE VEHICLE 3","UNAUTHORIZED USE OF A VEHICLE 3 (UUV)","M","45-64","M","BLACK",40.6306821590001,-73.97355397,2017
"3148","TRAFFIC,UNCLASSIFIED MISDEMEANOR","VEHICLE AND TRAFFIC LAWS","M","25-44","M","BLACK",40.7707812850001,-73.9172609079999,2017
"3149","ROBBERY,UNCLASSIFIED,OPEN AREAS","ROBBERY","F","45-64","M","BLACK",40.814630053,-73.908579349,2017
"3150","NY STATE LAWS,UNCLASSIFIED MISDEMEANOR","OTHER STATE LAWS (NON PENAL LAW)","M","25-44","M","WHITE HISPANIC",40.8057378,-73.938543785,2017
"3151","FALSE ALARM FIRE","CRIMINAL MISCHIEF & RELATED OFFENSES","F","18-24","F","UNKNOWN",40.682398289,-73.840079369,2017
"3152","THEFT OF SERVICES, UNCLASSIFIED","OTHER OFFENSES RELATED TO THEFT","M","18-24","F","BLACK",40.6727241640001,-73.89031636,2017
"3153","LARCENY,GRAND FROM OPEN AREAS,","GRAND LARCENY","F","45-64","M","WHITE HISPANIC",40.7582323710001,-73.977430585,2017
"3154","TRAFFIC,UNCLASSIFIED MISDEMEAN","VEHICLE AND TRAFFIC LAWS","M","25-44","M","WHITE HISPANIC",40.8636981770001,-73.9170657719999,2017
"3155","INTOXICATED DRIVING,ALCOHOL","INTOXICATED/IMPAIRED DRIVING","F","45-64","M","BLACK",40.668859431,-73.9163491629999,2017
"3156","LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED","PETIT LARCENY","M","25-44","M","BLACK",40.751863853,-73.993706898,2017
"3157","RAPE 3","RAPE","F","25-44","M","WHITE HISPANIC",40.6745833080001,-73.930221541,2017
"3158","ASSAULT 3","ASSAULT 3 & RELATED OFFENSES","M","<18","F","BLACK HISPANIC",40.822298485,-73.9116941309999,2017
"3159","CHILD, ENDANGERING WELFARE","SEX CRIMES","M","45-64","F","BLACK HISPANIC",40.726882624,-73.952871348,2017
"3160","ROBBERY,UNCLASSIFIED,OPEN AREAS","ROBBERY","F","25-44","M","WHITE HISPANIC",40.7074473640001,-73.792141768,2017
"3161","ASSAULT 3","ASSAULT 3 & RELATED OFFENSES","M","25-44","M","BLACK",40.843144527,-73.94186322,2017
"3162","TRAFFIC,UNCLASSIFIED MISDEMEAN","VEHICLE AND TRAFFIC LAWS","M","25-44","M","ASIAN / PACIFIC ISLANDER",40.7816028030001,-73.962856404,2017
"3163","LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED","PETIT LARCENY","M","45-64","M","BLACK",40.7403085650001,-74.0038266,2017
"3164","MENACING,UNCLASSIFIED","ASSAULT 3 & RELATED OFFENSES","M","25-44","F","BLACK",40.665574991,-73.8856817939999,2017
"3165","MISCHIEF,CRIMINAL     UNCLASSIFIED 4TH DEG","CRIMINAL MISCHIEF & RELATED OFFENSES","M","18-24","F","WHITE",40.7290647500001,-73.811020132,2017
"3166","LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED","PETIT LARCENY","M","45-64","M","BLACK",40.706527603,-73.7919967559999,2017
"3167","INTOXICATED DRIVING,ALCOHOL","INTOXICATED & IMPAIRED DRIVING","M","25-44","F","BLACK",40.8895635310001,-73.899043846,2017
"3168","STOLEN PROPERTY 3,POSSESSION","POSSESSION OF STOLEN PROPERTY 5","M","25-44","M","WHITE HISPANIC",40.7750833160001,-73.983140326,2017
"3169","ASSAULT 2,1,UNCLASSIFIED","FELONY ASSAULT","F","25-44","M","WHITE",40.5869257900001,-74.1640837159999,2017
"3170","OBSTR BREATH/CIRCUL","ASSAULT 3 & RELATED OFFENSES","M","25-44","M","BLACK",40.8298821390001,-73.9367581,2017
"3171","RECKLESS ENDANGERMENT 1","MISCELLANEOUS PENAL LAW","F","25-44","M","BLACK",40.715526213,-74.0012387479999,2017
"3172","ASSAULT 2,1,UNCLASSIFIED","FELONY ASSAULT","F","25-44","M","BLACK",40.6866686890001,-73.940222015,2017
"3173","ASSAULT 3","ASSAULT 3 & RELATED OFFENSES","M","25-44","M","BLACK",40.6488671330001,-73.9508218999999,2017
"3174","WEAPONS, POSSESSION, ETC","DANGEROUS WEAPONS","M","45-64","M","BLACK",40.7372030990001,-73.983272598,2017
"3175","TRAFFIC,UNCLASSIFIED INFRACTION","OTHER TRAFFIC INFRACTION","M","18-24","M","ASIAN / PACIFIC ISLANDER",40.578002718,-73.959636148,2017
"3176","ASSAULT 3","ASSAULT 3 & RELATED OFFENSES","M","25-44","M","BLACK",40.8233872910001,-73.87017045,2017
"3177","ASSAULT 3","ASSAULT 3 & RELATED OFFENSES","M","25-44","M","WHITE HISPANIC",40.602070698,-74.002691509,2017
"3178","OBSTR BREATH/CIRCUL","ASSAULT 3 & RELATED OFFENSES","M","25-44","M","AMERICAN INDIAN/ALASKAN NATIVE",40.6859758950001,-73.803599116,2017
"3179","ADM.CODE,UNCLASSIFIED VIOLATION","ADMINISTRATIVE CODE","V","25-44","M","WHITE HISPANIC",40.748149961,-73.876419998,2017
"3180","MARIJUANA, POSSESSION 4 & 5","DANGEROUS DRUGS","M","18-24","M","BLACK",40.7248007310001,-73.997317247,2017
"3181","MARIJUANA, POSSESSION 4 & 5","DANGEROUS DRUGS","M","25-44","M","WHITE",40.8043906610001,-73.939531135,2017
"3182","TRAFFIC,UNCLASSIFIED MISDEMEAN","VEHICLE AND TRAFFIC LAWS","M","25-44","M","WHITE",40.7337431610001,-74.001996826,2017
"3183","ASSAULT 3","ASSAULT 3 & RELATED OFFENSES","M","18-24","M","BLACK",40.659112168,-73.9866801639999,2017
"3184","TRAFFIC,UNCLASSIFIED MISDEMEAN","VEHICLE AND TRAFFIC LAWS","M","25-44","M","BLACK HISPANIC",40.8247122240001,-73.9442712699999,2017
"3185","LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED","GRAND LARCENY","F","25-44","M","BLACK HISPANIC",40.6896482110001,-73.924054122,2017
"3186","FORGERY,ETC.,UNCLASSIFIED-FELONY","FORGERY","F","18-24","M","WHITE HISPANIC",40.8189032330001,-73.892279305,2017
"3187","CONTROLLED SUBSTANCE,SALE 3","DANGEROUS DRUGS","F","25-44","M","BLACK",40.757240531,-73.9897936369999,2017
"3188","TRAFFIC,UNCLASSIFIED MISDEMEAN","VEHICLE AND TRAFFIC LAWS","M","45-64","M","WHITE HISPANIC",40.847571298,-73.894734085,2017
"3189","ASSAULT 3","ASSAULT 3 & RELATED OFFENSES","M","45-64","M","WHITE",40.766995642,-73.9639223039999,2017
"3190","LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED","PETIT LARCENY","M","45-64","M","BLACK",40.7924611670001,-73.9735222149999,2017
"3191","INTOXICATED DRIVING,ALCOHOL","INTOXICATED & IMPAIRED DRIVING","M","25-44","M","WHITE",40.5378666840001,-74.174133989,2017
"3192","TRESPASS 3, CRIMINAL","CRIMINAL TRESPASS","M","25-44","M","BLACK",40.811946866,-73.906592535,2017
"3193","PUBLIC ADMINISTATION,UNCLASS MISDEMEAN 4","OFFENSES AGAINST PUBLIC ADMINISTRATION","M","18-24","M","WHITE HISPANIC",40.620168849,-74.076957556,2017
"3194","PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY","MISCELLANEOUS PENAL LAW","F","18-24","M","BLACK",40.7951295060001,-73.964965259,2017
"3195","TRAFFIC,UNCLASSIFIED MISDEMEAN","VEHICLE AND TRAFFIC LAWS","M","45-64","M","BLACK",40.782324638,-73.9485026249999,2017
"3196","NY STATE LAWS,UNCLASSIFIED VIOLATION","OTHER STATE LAWS","V","25-44","M","WHITE HISPANIC",40.613014228,-74.000736198,2017
"3197","ALCOHOLIC BEVERAGE CONTROL LAW","ALCOHOLIC BEVERAGE CONTROL LAW","M","25-44","F","BLACK HISPANIC",40.576645978,-73.9764803959999,2017
"3198","TRAFFIC,UNCLASSIFIED MISDEMEAN","VEHICLE AND TRAFFIC LAWS","M","25-44","M","ASIAN / PACIFIC ISLANDER",40.75199997,-73.931266544,2017
"3199","ASSAULT 3","ASSAULT 3 & RELATED OFFENSES","M","18-24","M","BLACK",40.844139945,-73.900388618,2017
"3200","PUBLIC ADMINISTATION,UNCLASS MISDEMEAN 4","OFFENSES AGAINST PUBLIC ADMINISTRATION","M","25-44","M","BLACK",40.628070372,-74.020280284,2017
"3201","WEAPONS, POSSESSION, ETC","DANGEROUS WEAPONS","M","25-44","M","BLACK",40.813354964,-73.925516954,2017
"3202","LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED","GRAND LARCENY","F","18-24","M","BLACK",40.792254421,-73.8481723949999,2017
"3203","NY STATE LAWS,UNCLASSIFIED MISDEMEANOR","OTHER STATE LAWS (NON PENAL LAW)","M","25-44","M","BLACK",40.8069246390001,-73.935562585,2017
"3204","TRAFFIC,UNCLASSIFIED MISDEMEANOR","VEHICLE AND TRAFFIC LAWS","F","25-44","M","WHITE",40.546608936,-74.22887435,2017
"3205","LARCENY,GRAND OF AUTO","GRAND LARCENY OF MOTOR VEHICLE","F","18-24","M","BLACK",40.6529078070001,-73.73088647,2017
"3206","ASSAULT 3","ASSAULT 3 & RELATED OFFENSES","M","25-44","M","WHITE HISPANIC",40.6579930660001,-74.000693446,2017
"3207","THEFT OF SERVICES, UNCLASSIFIED","OTHER OFFENSES RELATED TO THEFT","M","25-44","M","BLACK",40.6625627540001,-73.9089211189999,2017
"3208","MARIJUANA, POSSESSION 4 & 5","DANGEROUS DRUGS","M","18-24","M","WHITE",40.7494560530001,-73.971308865,2017
"3209","TRAFFIC,UNCLASSIFIED MISDEMEAN","VEHICLE AND TRAFFIC LAWS","M","25-44","M","BLACK",40.7226028270001,-73.951146298,2017
"3210","TRAFFIC,UNCLASSIFIED MISDEMEANOR","VEHICLE AND TRAFFIC LAWS","M","18-24","M","WHITE",40.5842329550001,-74.1027908039999,2017
"3211","LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED","PETIT LARCENY","M","18-24","F","WHITE HISPANIC",40.868467378,-73.821582846,2017
"3212","OBSTR BREATH/CIRCUL","ASSAULT 3 & RELATED OFFENSES","M","25-44","M","BLACK",40.816087661,-73.8958243539999,2017
"3213","CONTROLLED SUBSTANCE, POSSESSION 7","DANGEROUS DRUGS","M","25-44","M","WHITE HISPANIC",40.8323527320001,-73.892687553,2017
"3214","BURGLARY,UNCLASSIFIED,UNKNOWN TIME","BURGLARY","F","25-44","F","BLACK",40.855802743,-73.843909954,2017
"3215","INTOXICATED DRIVING,ALCOHOL","INTOXICATED & IMPAIRED DRIVING","M","45-64","M","WHITE",40.534885511,-74.174331282,2017
"3216","THEFT OF SERVICES, UNCLASSIFIED","OTHER OFFENSES RELATED TO THEFT","M","18-24","M","WHITE HISPANIC",40.864470773,-73.918944803,2017
"3217","TRAFFIC,UNCLASSIFIED INFRACTION","OTHER TRAFFIC INFRACTION","M","25-44","M","WHITE HISPANIC",40.6817160960001,-74.0043027629999,2017
"3218","LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED","PETIT LARCENY","M","25-44","M","BLACK HISPANIC",40.859857267,-73.898546671,2017
"3219","NY STATE LAWS,UNCLASSIFIED MISDEMEANOR","OTHER STATE LAWS (NON PENAL LAW)","M","45-64","F","WHITE",40.7066609330001,-73.950407763,2017
"3220","ASSAULT 2,1,UNCLASSIFIED","FELONY ASSAULT","F","25-44","F","BLACK",40.604683519,-73.7537691649999,2017
"3221","LARCENY,GRAND FROM OPEN AREAS,","GRAND LARCENY","F","18-24","F","BLACK",40.671110834,-73.913563363,2017
"3222","MARIJUANA, POSSESSION 1, 2 & 3","DANGEROUS DRUGS","F","25-44","M","BLACK",40.63552854,-74.016693995,2017
"3223","CONTEMPT,CRIMINAL","OFFENSES AGAINST PUBLIC ADMINISTRATION","M","25-44","M","BLACK",40.7893478930001,-73.947352413,2017
"3224","MISCHIEF,CRIMINAL     UNCLASSIFIED 4TH DEG","CRIMINAL MISCHIEF & RELATED OFFENSES","M","25-44","F","WHITE HISPANIC",40.822298485,-73.9116941309999,2017
"3225","THEFT OF SERVICES, UNCLASSIFIED","OTHER OFFENSES RELATED TO THEFT","M","45-64","M","BLACK",40.64514168,-73.9023144779999,2017
"3226","ASSAULT 3","ASSAULT 3 & RELATED OFFENSES","M","25-44","M","WHITE HISPANIC",40.7888211850001,-73.942210388,2017
"3227","MARIJUANA, POSSESSION 4 & 5","DANGEROUS DRUGS","M","18-24","F","BLACK",40.8055043470001,-73.9164772519999,2017
"3228","PUBLIC ADMINISTATION,UNCLASS MISDEMEAN 4","OFFENSES AGAINST PUBLIC ADMINISTRATION","M","18-24","M","ASIAN / PACIFIC ISLANDER",40.6984396940001,-73.831129539,2017
"3229","WEAPONS POSSESSION 3","DANGEROUS WEAPONS","F","18-24","M","BLACK",40.700433053,-73.9443895799999,2017
"3230","ASSAULT 3","ASSAULT 3 & RELATED OFFENSES","M","25-44","F","BLACK HISPANIC",40.869407492,-73.879998313,2017
"3231","THEFT OF SERVICES, UNCLASSIFIED","OTHER OFFENSES RELATED TO THEFT","M","25-44","M","BLACK HISPANIC",40.810476043,-73.951880151,2017
"3232","CONTROLLED SUBSTANCE, POSSESSION 7","DANGEROUS DRUGS","M","65+","M","BLACK",40.6706015030001,-73.9046564019999,2017
"3233","ASSAULT 3","ASSAULT 3 & RELATED OFFENSES","M","18-24","F","WHITE HISPANIC",40.877926728,-73.882373184,2017
"3234","THEFT OF SERVICES, UNCLASSIFIED","OTHER OFFENSES RELATED TO THEFT","M","18-24","M","WHITE HISPANIC",40.757240531,-73.9897936369999,2017
"3235","CONTROLLED SUBSTANCE, INTENT TO SELL 5","DANGEROUS DRUGS","F","25-44","M","BLACK HISPANIC",40.846442707,-73.9349279309999,2017
"3236","MARIJUANA, POSSESSION 4 & 5","DANGEROUS DRUGS","M","18-24","M","WHITE HISPANIC",40.856725458,-73.863800891,2017
"3237","LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED","PETIT LARCENY","M","25-44","M","BLACK",40.6494685160001,-73.958482969,2017
"3238","LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED","GRAND LARCENY","F","18-24","M","WHITE",40.765397475,-73.9857022639999,2017
"3239","MARIJUANA, POSSESSION","MISCELLANEOUS PENAL LAW","V","18-24","M","BLACK",40.705301519,-73.730234936,2017
"3240","ROBBERY,UNCLASSIFIED,OPEN AREAS","ROBBERY","F","25-44","M","WHITE HISPANIC",40.706290365,-73.950350331,2017
"3241","BURGLARS TOOLS,UNCLASSIFIED","BURGLAR'S TOOLS","M","18-24","F","BLACK",40.68953745,-73.9825273169999,2017
"3242","TRAFFIC,UNCLASSIFIED MISDEMEAN","VEHICLE AND TRAFFIC LAWS","M","45-64","M","BLACK HISPANIC",40.750040316,-73.983399305,2017
"3243","TRAFFIC,UNCLASSIFIED MISDEMEAN","VEHICLE AND TRAFFIC LAWS","M","25-44","M","WHITE",40.546148268,-74.192740053,2017
"3244","TRAFFIC,UNCLASSIFIED MISDEMEANOR","VEHICLE AND TRAFFIC LAWS","M","25-44","F","WHITE",40.7417756840001,-73.9529221619999,2017
